0,4,239,6,228,317,head_speaker,349,223,98,51,lips_speaker,455,246,152,273,head,487,408,74,39,lips
1,4,239,6,229,318,head_speaker,359,226,89,47,lips_speaker,455,246,152,273,head,488,408,75,40,lips
2,4,238,5,229,318,head_speaker,378,230,72,38,lips_speaker,456,246,152,273,head,488,409,75,40,lips
3,4,236,4,230,319,head_speaker,389,234,61,32,lips_speaker,457,247,152,273,head,491,411,74,39,lips
4,4,234,4,230,319,head_speaker,387,233,61,32,lips_speaker,461,249,154,276,head,495,412,74,39,lips
5,4,232,3,230,319,head_speaker,387,233,61,32,lips_speaker,463,250,153,274,head,502,415,70,37,lips
6,4,228,2,230,319,head_speaker,392,241,53,28,lips_speaker,464,250,152,273,head,508,417,67,36,lips
7,4,223,2,228,316,head_speaker,391,240,54,28,lips_speaker,466,251,151,271,head,513,417,64,34,lips
8,4,218,3,226,314,head_speaker,390,240,55,29,lips_speaker,467,251,151,270,head,517,417,63,33,lips
9,4,213,4,225,312,head_speaker,363,231,67,35,lips_speaker,468,251,150,269,head,520,416,61,32,lips
10,4,207,4,223,310,head_speaker,358,229,73,38,lips_speaker,468,251,149,268,head,522,415,59,31,lips
11,4,202,5,222,308,head_speaker,353,228,79,41,lips_speaker,469,251,149,267,head,524,415,57,30,lips
12,4,197,5,221,307,head_speaker,348,226,83,43,lips_speaker,470,251,149,266,head,526,415,57,30,lips
13,9,261,43,175,243,head_speaker,665,519,83,43,offscreen_speaker,493,191,136,244,head,526,362,57,30,lips,305,207,73,45,lips,125,66,122,245,head,133,228,65,45,lips,73,148,74,182,head,86,267,46,45,lips
14,9,262,43,175,244,head_speaker,666,519,83,44,offscreen_speaker,494,192,136,245,head,527,363,57,31,lips,305,208,73,45,lips,125,66,123,246,head,133,228,66,46,lips,74,149,75,183,head,87,268,47,46,lips
15,9,262,43,175,244,head_speaker,666,519,83,44,offscreen_speaker,494,192,136,244,head,527,363,57,30,lips,305,207,74,46,lips,125,66,123,246,head,133,229,66,46,lips,74,149,75,183,head,87,268,46,45,lips
16,9,262,43,175,244,head_speaker,666,519,83,44,offscreen_speaker,494,192,136,244,head,527,363,57,31,lips,305,207,74,46,lips,125,66,123,246,head,133,229,66,46,lips,74,149,75,183,head,87,268,46,45,lips
17,9,262,43,175,244,head_speaker,666,519,83,44,offscreen_speaker,494,192,136,244,head,527,364,58,31,lips,306,207,74,46,lips,125,66,123,246,head,133,229,66,46,lips,74,149,75,183,head,87,268,46,45,lips
18,9,262,43,176,244,head_speaker,665,519,83,44,offscreen_speaker,494,193,136,244,head,527,364,57,30,lips,307,207,74,46,lips,125,67,123,246,head,133,229,66,46,lips,74,149,75,183,head,87,268,46,45,lips
19,9,262,43,176,244,head_speaker,665,519,84,44,offscreen_speaker,495,193,136,244,head,527,365,57,30,lips,309,207,74,46,lips,124,66,123,246,head,133,229,66,46,lips,74,149,74,182,head,87,268,46,45,lips
20,9,264,43,176,244,head_speaker,665,519,84,44,offscreen_speaker,495,194,136,244,head,527,365,58,31,lips,312,207,75,46,lips,124,66,123,246,head,132,229,65,45,lips,74,149,74,182,head,88,268,46,45,lips
21,9,262,43,176,245,head_speaker,665,518,83,44,offscreen_speaker,496,194,136,243,head,527,365,58,31,lips,315,207,75,47,lips,124,66,123,246,head,132,229,66,46,lips,74,149,74,182,head,88,268,46,45,lips
22,9,262,43,176,244,head_speaker,665,518,84,44,offscreen_speaker,496,195,136,243,head,528,366,58,31,lips,318,207,76,47,lips,123,67,123,246,head,132,229,65,45,lips,74,150,74,182,head,88,268,46,45,lips
23,9,262,44,175,244,head_speaker,664,518,84,44,offscreen_speaker,496,195,136,244,head,528,366,57,31,lips,319,208,77,48,lips,123,67,123,246,head,132,229,65,45,lips,75,149,74,182,head,88,268,46,45,lips
24,9,261,44,176,244,head_speaker,664,517,84,44,offscreen_speaker,496,195,136,245,head,528,367,58,31,lips,321,208,77,48,lips,123,67,123,246,head,132,230,65,45,lips,75,150,74,182,head,89,268,46,45,lips
25,9,262,43,176,244,head_speaker,664,517,84,44,offscreen_speaker,497,196,136,243,head,528,367,58,31,lips,322,208,77,48,lips,123,67,123,246,head,132,230,65,45,lips,75,151,74,181,head,89,268,46,45,lips
26,9,262,43,176,244,head_speaker,663,517,85,44,offscreen_speaker,497,196,136,244,head,529,367,58,31,lips,323,208,77,48,lips,122,67,123,246,head,132,230,65,45,lips,76,150,74,182,head,90,268,46,45,lips
